Disease	pathway	sex	alteration	colors	id
D75	regulation of tp53 activity through acetylation	common	down	#19787F	15
D75	hdms demethylate histones	common	down	#19787F	15
D75	costimulation by the cd28 family	common	down	#19787F	15
D75	generation of second messenger molecules	common	down	#19787F	15
D75	signaling by scf kit	common	down	#19787F	15
D75	pd 1 signaling	common	down	#19787F	15
D75	sars cov 2 activates modulates innate and adaptive immune responses	women	down	#B6453A	15
D75	sars cov infections	women	down	#B6453A	15
D75	pkmts methylate histone lysines	women	down	#B6453A	15
D75	antigen presentation folding assembly and peptide loading of class i mhc	women	down	#B6453A	15
D75	the role of nef in hiv 1 replication and disease pathogenesis	women	down	#B6453A	15
D75	leishmania infection	women	down	#B6453A	15
D75	nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways	women	down	#B6453A	15
D75	zbp1 dai mediated induction of type i ifns	women	down	#B6453A	15
D75	myd88 independent tlr4 cascade	women	down	#B6453A	15
D75	inflammasomes	women	down	#B6453A	15
D75	toll like receptor cascades	women	down	#B6453A	15
D75	fcgamma receptor fcgr dependent phagocytosis	women	down	#B6453A	15
D75	regulation of mecp2 expression and activity	women	down	#B6453A	15
D75	interleukin receptor shc signaling	women	down	#B6453A	15
D75	parasite infection	women	down	#B6453A	15
D75	signaling by interleukins	women	down	#B6453A	15
D75	estrogen dependent gene expression	women	down	#B6453A	15
D75	toll like receptor 9 tlr9 cascade	women	down	#B6453A	15
D75	fceri mediated mapk activation	women	down	#B6453A	15
D75	rho gtpase cycle	women	down	#B6453A	15
D75	cd28 co stimulation	women	down	#B6453A	15
D75	tak1 dependent ikk and nf kappa b activation	women	down	#B6453A	15
D75	ripk1 mediated regulated necrosis	women	down	#B6453A	15
D75	gpvi mediated activation cascade	women	down	#B6453A	15
D75	toll like receptor tlr1 tlr2 cascade	women	down	#B6453A	15
D75	death receptor signaling	women	down	#B6453A	15
D75	ephb mediated forward signaling	women	down	#B6453A	15
D75	traf6 mediated nf kb activation	women	down	#B6453A	15
D75	semaphorin interactions	women	down	#B6453A	15
D75	diseases of immune system	women	down	#B6453A	15
D75	signaling by kit in disease	women	down	#B6453A	15
D75	other interleukin signaling	women	down	#B6453A	15
D75	g beta gamma signalling through pi3kgamma	women	down	#B6453A	15
D75	pre notch processing in golgi	women	down	#B6453A	15
D75	regulated necrosis	women	down	#B6453A	15
D75	nod1 2 signaling pathway	women	down	#B6453A	15
D75	effects of pip2 hydrolysis	women	down	#B6453A	15
D75	anti inflammatory response favouring leishmania parasite infection	women	down	#B6453A	15
D75	signaling by nuclear receptors	women	down	#B6453A	15
D75	esr mediated signaling	women	down	#B6453A	15
D75	fcgr3a mediated il10 synthesis	women	down	#B6453A	15
D75	processing of capped intron containing pre mrna	men	down	#4A75A9	15
D75	mrna splicing	men	down	#4A75A9	15
D75	transport of mature transcript to cytoplasm	men	down	#4A75A9	15
D75	rna polymerase ii transcription termination	men	down	#4A75A9	15
D75	sumoylation of chromatin organization proteins	men	down	#4A75A9	15
D75	sumoylation of rna binding proteins	men	down	#4A75A9	15
D75	signaling by alk in cancer	men	down	#4A75A9	15
D75	rhobtb gtpase cycle	men	down	#4A75A9	15
D75	rrna modification in the nucleus and cytosol	men	down	#4A75A9	15
D72	collagen degradation	men	up	#4A75A9	16
D72	translation	men	down	#4A75A9	16
D72	eukaryotic translation initiation	men	down	#4A75A9	16
D72	nonsense mediated decay nmd	men	down	#4A75A9	16
D72	influenza infection	men	down	#4A75A9	16
D72	selenoamino acid metabolism	men	down	#4A75A9	16
D72	eukaryotic translation elongation	men	down	#4A75A9	16
D72	srp dependent cotranslational protein targeting to membrane	men	down	#4A75A9	16
D72	response of eif2ak4 gcn2 to amino acid deficiency	men	down	#4A75A9	16
D72	cellular response to starvation	men	down	#4A75A9	16
D72	sars cov 1 modulates host translation machinery	men	down	#4A75A9	16
D72	generation of second messenger molecules	men	down	#4A75A9	16
D72	sars cov 2 modulates host translation machinery	men	down	#4A75A9	16
D72	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	16
D75	mitochondrial fatty acid beta oxidation	women	up	#B6453A	17
D75	mitochondrial translation	women	up	#B6453A	17
D75	glutathione conjugation	women	up	#B6453A	17
D75	activation of the pre replicative complex	women	up	#B6453A	17
D75	metabolism of porphyrins	women	up	#B6453A	17
D75	global genome nucleotide excision repair gg ner	women	up	#B6453A	17
D75	synthesis of dna	women	up	#B6453A	17
D75	dna replication pre initiation	women	up	#B6453A	17
D75	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	17
D75	dual incision in gg ner	women	up	#B6453A	17
D75	recognition of dna damage by pcna containing replication complex	women	up	#B6453A	17
D75	dna replication	women	up	#B6453A	17
D75	pcna dependent long patch base excision repair	women	up	#B6453A	17
D75	gap filling dna repair synthesis and ligation in gg ner	women	up	#B6453A	17
D75	respiratory electron transport	women	up	#B6453A	17
D75	e2f mediated regulation of dna replication	women	up	#B6453A	17
D75	switching of origins to a post replicative state	women	up	#B6453A	17
D75	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	17
D75	resolution of ap sites via the multiple nucleotide patch replacement pathway	women	up	#B6453A	17
D75	orc1 removal from chromatin	women	up	#B6453A	17
D75	dna strand elongation	women	up	#B6453A	17
D75	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	17
D75	costimulation by the cd28 family	men	down	#4A75A9	17
D75	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	17
D75	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	17
D75	interleukin 7 signaling	men	down	#4A75A9	17
D75	effects of pip2 hydrolysis	men	down	#4A75A9	17
D75	generation of second messenger molecules	men	down	#4A75A9	17
D75	pd 1 signaling	men	down	#4A75A9	17
D75	processing of capped intron containing pre mrna	men	down	#4A75A9	17
D75	mrna splicing	men	down	#4A75A9	17
D75	interleukin 2 family signaling	men	down	#4A75A9	17
D75	hdms demethylate histones	men	down	#4A75A9	17
D75	sumoylation of transcription cofactors	men	down	#4A75A9	17
D72	mitochondrial translation	women	up	#B6453A	18
D72	protein localization	women	up	#B6453A	18
D72	activation of the pre replicative complex	women	up	#B6453A	18
D72	nuclear events mediated by nfe2l2	women	up	#B6453A	18
D72	keap1 nfe2l2 pathway	women	up	#B6453A	18
D72	synthesis of dna	women	up	#B6453A	18
D72	pcp ce pathway	women	up	#B6453A	18
D72	dna replication pre initiation	women	up	#B6453A	18
D72	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	18
D72	metabolism of polyamines	women	up	#B6453A	18
D72	glucose metabolism	women	up	#B6453A	18
D72	dna replication	women	up	#B6453A	18
D72	respiratory electron transport	women	up	#B6453A	18
D72	switching of origins to a post replicative state	women	up	#B6453A	18
D72	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	18
D72	orc1 removal from chromatin	women	up	#B6453A	18
D72	the role of gtse1 in g2 m progression after g2 checkpoint	women	up	#B6453A	18
D72	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	18
D72	generation of second messenger molecules	men	down	#4A75A9	18
D47	nephrin family interactions	common	down	#19787F	19
D47	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	19
D47	signaling by the b cell receptor bcr	men	down	#4A75A9	19
D47	costimulation by the cd28 family	men	down	#4A75A9	19
D47	antigen presentation folding assembly and peptide loading of class i mhc	men	down	#4A75A9	19
D47	immunoregulatory interactions between a lymphoid and a non lymphoid cell	men	down	#4A75A9	19
D47	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	19
D47	circadian clock	men	down	#4A75A9	19
D47	tcr signaling	men	down	#4A75A9	19
D47	generation of second messenger molecules	men	down	#4A75A9	19
D47	pd 1 signaling	men	down	#4A75A9	19
D47	processing of capped intron containing pre mrna	men	down	#4A75A9	19
D47	mrna splicing	men	down	#4A75A9	19
D47	signaling by cytosolic fgfr1 fusion mutants	men	down	#4A75A9	19
D47	interleukin 2 family signaling	men	down	#4A75A9	19
D47	hdms demethylate histones	men	down	#4A75A9	19
D47	mitochondrial calcium ion transport	men	down	#4A75A9	19
D47	fc epsilon receptor fceri signaling	men	down	#4A75A9	19
D47	clec7a dectin 1 signaling	men	down	#4A75A9	19
D47	ub specific processing proteases	men	down	#4A75A9	19
D47	sumoylation of transcription cofactors	men	down	#4A75A9	19
D47	deubiquitination	men	down	#4A75A9	19
D75	rhobtb2 gtpase cycle	common	down	#19787F	20
D75	generation of second messenger molecules	common	down	#19787F	20
D75	chromatin modifying enzymes	common	down	#19787F	20
D75	effects of pip2 hydrolysis	common	down	#19787F	20
D75	hdms demethylate histones	women	down	#B6453A	20
D75	mrna splicing	men	down	#4A75A9	20
D75	processing of capped intron containing pre mrna	men	down	#4A75A9	20
D75	transport of mature transcript to cytoplasm	men	down	#4A75A9	20
D75	rrna modification in the nucleus and cytosol	men	down	#4A75A9	20
D75	rna polymerase ii transcription termination	men	down	#4A75A9	20
D75	pd 1 signaling	men	down	#4A75A9	20
D75	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	20
D75	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	20
D75	sumoylation of rna binding proteins	men	down	#4A75A9	20
D75	potential therapeutics for sars	men	down	#4A75A9	20
D75	sumoylation of chromatin organization proteins	men	down	#4A75A9	20
D47	heparan sulfate heparin hs gag metabolism	men	up	#4A75A9	21
D47	mrna splicing	common	down	#19787F	21
D47	processing of capped intron containing pre mrna	common	down	#19787F	21
D47	transport of mature transcript to cytoplasm	common	down	#19787F	21
D47	rna polymerase ii transcription termination	common	down	#19787F	21
D47	interactions of rev with host cellular proteins	common	down	#19787F	21
D47	cellular response to heat stress	common	down	#19787F	21
D47	hcmv early events	common	down	#19787F	21
D47	nuclear import of rev protein	common	down	#19787F	21
D47	lagging strand synthesis	common	down	#19787F	21
D47	interactions of vpr with host cellular proteins	common	down	#19787F	21
D47	pcna dependent long patch base excision repair	common	down	#19787F	21
D47	sumoylation of rna binding proteins	common	down	#19787F	21
D47	trna processing	common	down	#19787F	21
D47	rhobtb2 gtpase cycle	common	down	#19787F	21
D47	mitochondrial calcium ion transport	common	down	#19787F	21
D47	association of tric cct with target proteins during biosynthesis	common	down	#19787F	21
D47	formation of rna pol ii elongation complex	common	down	#19787F	21
D47	trna processing in the nucleus	common	down	#19787F	21
D47	rna polymerase ii pre transcription events	common	down	#19787F	21
D47	nuclear pore complex npc disassembly	common	down	#19787F	21
D47	transport of the slbp dependant mature mrna	common	down	#19787F	21
D47	generation of second messenger molecules	common	down	#19787F	21
D47	rna polymerase i transcription initiation	common	down	#19787F	21
D47	chromatin modifying enzymes	common	down	#19787F	21
D47	transport of mature mrnas derived from intronless transcripts	common	down	#19787F	21
D47	export of viral ribonucleoproteins from nucleus	common	down	#19787F	21
D47	sumoylation of dna damage response and repair proteins	common	down	#19787F	21
D47	resolution of ap sites via the multiple nucleotide patch replacement pathway	common	down	#19787F	21
D47	formation of tubulin folding intermediates by cct tric	women	down	#B6453A	21
D47	ire1alpha activates chaperones	women	down	#B6453A	21
D47	dna strand elongation	women	down	#B6453A	21
D47	darpp 32 events	women	down	#B6453A	21
D47	hdms demethylate histones	women	down	#B6453A	21
D47	hcmv infection	women	down	#B6453A	21
D47	rhobtb gtpase cycle	women	down	#B6453A	21
D47	hsf1 activation	women	down	#B6453A	21
D47	rna polymerase i transcription termination	women	down	#B6453A	21
D47	hsf1 dependent transactivation	women	down	#B6453A	21
D47	hdacs deacetylate histones	women	down	#B6453A	21
D47	effects of pip2 hydrolysis	women	down	#B6453A	21
D47	translation	men	down	#4A75A9	21
D47	rrna processing	men	down	#4A75A9	21
D47	eukaryotic translation initiation	men	down	#4A75A9	21
D47	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	men	down	#4A75A9	21
D47	rrna modification in the nucleus and cytosol	men	down	#4A75A9	21
D47	positive epigenetic regulation of rrna expression	men	down	#4A75A9	21
D47	rna polymerase i transcription	men	down	#4A75A9	21
D47	resolution of abasic sites ap sites	men	down	#4A75A9	21
D47	influenza infection	men	down	#4A75A9	21
D47	srp dependent cotranslational protein targeting to membrane	men	down	#4A75A9	21
D47	nonsense mediated decay nmd	men	down	#4A75A9	21
D47	regulation of expression of slits and robos	men	down	#4A75A9	21
D47	base excision repair	men	down	#4A75A9	21
D47	host interactions of hiv factors	men	down	#4A75A9	21
D47	mitochondrial translation	men	down	#4A75A9	21
D47	citric acid cycle tca cycle	men	down	#4A75A9	21
D47	signaling by robo receptors	men	down	#4A75A9	21
D47	hiv infection	men	down	#4A75A9	21
D47	hiv transcription elongation	men	down	#4A75A9	21
D47	eukaryotic translation elongation	men	down	#4A75A9	21
D47	pd 1 signaling	men	down	#4A75A9	21
D47	sars cov 1 modulates host translation machinery	men	down	#4A75A9	21
D47	mrna splicing minor pathway	men	down	#4A75A9	21
D47	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	21
D47	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	21
D47	signaling by the b cell receptor bcr	men	down	#4A75A9	21
D47	pyruvate metabolism and citric acid tca cycle	men	down	#4A75A9	21
D47	potential therapeutics for sars	men	down	#4A75A9	21
D47	mitochondrial protein import	men	down	#4A75A9	21
D47	regulation of hsf1 mediated heat shock response	men	down	#4A75A9	21
D47	hiv life cycle	men	down	#4A75A9	21
D47	fgfr2 alternative splicing	men	down	#4A75A9	21
D47	downstream signaling events of b cell receptor bcr	men	down	#4A75A9	21
D47	response of eif2ak4 gcn2 to amino acid deficiency	men	down	#4A75A9	21
D47	viral messenger rna synthesis	men	down	#4A75A9	21
D47	sumoylation of dna replication proteins	men	down	#4A75A9	21
D47	deadenylation of mrna	men	down	#4A75A9	21
D47	polymerase switching on the c strand of the telomere	men	down	#4A75A9	21
D47	cross presentation of soluble exogenous antigens endosomes	men	down	#4A75A9	21
D47	interleukin 12 family signaling	men	down	#4A75A9	21
D47	sumoylation of ubiquitinylation proteins	men	down	#4A75A9	21
D47	chromosome maintenance	men	down	#4A75A9	21
D47	transcription of the hiv genome	men	down	#4A75A9	21
D47	sumoylation of chromatin organization proteins	men	down	#4A75A9	21
D47	sars cov 2 modulates host translation machinery	men	down	#4A75A9	21
D47	sumoylation	men	down	#4A75A9	21
D47	epigenetic regulation of gene expression	men	down	#4A75A9	21
D47	mrna capping	men	down	#4A75A9	21
D47	transcriptional regulation by small rnas	men	down	#4A75A9	21
D47	sumoylation of sumoylation proteins	men	down	#4A75A9	21
D47	dna repair	men	down	#4A75A9	21
D47	snrnp assembly	men	down	#4A75A9	21
D47	telomere c strand lagging strand synthesis	men	down	#4A75A9	21
D47	selenoamino acid metabolism	men	down	#4A75A9	21
D47	regulation of glucokinase by glucokinase regulatory protein	men	down	#4A75A9	21
D47	rna polymerase i promoter escape	men	down	#4A75A9	21
D47	tp53 regulates transcription of dna repair genes	men	down	#4A75A9	21
D47	pkmts methylate histone lysines	men	down	#4A75A9	21
D47	processing of capped intronless pre mrna	men	down	#4A75A9	21
D47	hiv elongation arrest and recovery	men	down	#4A75A9	21
D46	mrna splicing	men	down	#4A75A9	22
D46	processing of capped intron containing pre mrna	men	down	#4A75A9	22
D46	effects of pip2 hydrolysis	men	down	#4A75A9	22
D46	generation of second messenger molecules	men	down	#4A75A9	22
D46	pd 1 signaling	men	down	#4A75A9	22
D46	formation of the beta catenin tcf transactivating complex	men	down	#4A75A9	22
D46	antigen activates b cell receptor bcr leading to generation of second messengers	men	down	#4A75A9	22
D46	signaling by the b cell receptor bcr	men	down	#4A75A9	22
D46	mitochondrial calcium ion transport	men	down	#4A75A9	22
D46	mitochondrial translation	common	up	#19787F	23
D46	formation of the early elongation complex	women	up	#B6453A	23
D46	mrna capping	women	up	#B6453A	23
D46	hiv transcription elongation	women	up	#B6453A	23
D46	respiratory electron transport	women	up	#B6453A	23
D46	branched chain amino acid catabolism	women	up	#B6453A	23
D46	abortive elongation of hiv 1 transcript in the absence of tat	women	up	#B6453A	23
D46	peroxisomal protein import	women	up	#B6453A	23
D46	formation of tc ner pre incision complex	women	up	#B6453A	23
D46	formation of incision complex in gg ner	women	up	#B6453A	23
D46	metabolism of polyamines	women	up	#B6453A	23
D46	protein localization	women	up	#B6453A	23
D46	dna damage recognition in gg ner	women	up	#B6453A	23
D46	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	up	#B6453A	23
D46	signaling by bmp	women	down	#B6453A	23
D46	chemokine receptors bind chemokines	men	down	#4A75A9	23
C67	interferon alpha beta signaling	men	up	#4A75A9	24
C67	cell cycle mitotic	men	up	#4A75A9	24
C67	cell cycle checkpoints	men	up	#4A75A9	24
C67	interferon signaling	men	up	#4A75A9	24
C67	sars cov 2 activates modulates innate and adaptive immune responses	men	up	#4A75A9	24
C67	dna strand elongation	men	up	#4A75A9	24
C67	homologous dna pairing and strand exchange	men	up	#4A75A9	24
C67	activation of atr in response to replication stress	men	up	#4A75A9	24
C67	activation of the pre replicative complex	men	up	#4A75A9	24
C67	g2 m dna damage checkpoint	men	up	#4A75A9	24
C67	hdr through homologous recombination hrr	men	up	#4A75A9	24
C67	regulation of tp53 activity through phosphorylation	men	up	#4A75A9	24
C67	signaling by interleukins	men	up	#4A75A9	24
C67	g2 m checkpoints	men	up	#4A75A9	24
C67	chromosome maintenance	men	up	#4A75A9	24
C67	mitotic prometaphase	men	up	#4A75A9	24
C67	diseases of dna repair	men	up	#4A75A9	24
C67	neutrophil degranulation	men	up	#4A75A9	24
C67	interleukin 10 signaling	men	up	#4A75A9	24
C67	diseases of immune system	men	up	#4A75A9	24
C67	dna replication	men	up	#4A75A9	24
C67	toll like receptor cascades	men	up	#4A75A9	24
C67	tp53 regulates transcription of cell death genes	men	up	#4A75A9	24
C67	interferon gamma signaling	men	up	#4A75A9	24
C67	m phase	men	up	#4A75A9	24
C67	mitotic g1 phase and g1 s transition	men	up	#4A75A9	24
C67	antigen presentation folding assembly and peptide loading of class i mhc	men	up	#4A75A9	24
C67	mitotic spindle checkpoint	men	up	#4A75A9	24
C67	dna double strand break repair	men	up	#4A75A9	24
C67	processing of dna double strand break ends	men	up	#4A75A9	24
C67	synthesis of dna	men	up	#4A75A9	24
C67	antigen processing cross presentation	men	up	#4A75A9	24
C67	s phase	men	up	#4A75A9	24
C67	myd88 independent tlr4 cascade	men	up	#4A75A9	24
C67	tp53 regulates transcription of cell cycle genes	men	up	#4A75A9	24
C67	parasite infection	men	up	#4A75A9	24
C67	rho gtpase effectors	men	up	#4A75A9	24
C67	irak4 deficiency tlr2 4	men	up	#4A75A9	24
C67	resolution of sister chromatid cohesion	men	up	#4A75A9	24
C67	mitotic metaphase and anaphase	men	up	#4A75A9	24
C67	mitotic prophase	men	up	#4A75A9	24
C67	diseases of programmed cell death	men	up	#4A75A9	24
C67	chemokine receptors bind chemokines	men	up	#4A75A9	24
C67	rho gtpases activate formins	men	up	#4A75A9	24
C67	nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways	men	up	#4A75A9	24
C67	meiotic recombination	men	up	#4A75A9	24
C67	sars cov 1 activates modulates innate immune responses	men	up	#4A75A9	24
C67	deposition of new cenpa containing nucleosomes at the centromere	men	up	#4A75A9	24
C67	nuclear envelope breakdown	men	up	#4A75A9	24
C67	interleukin 12 family signaling	men	up	#4A75A9	24
C67	sumoylation of dna replication proteins	men	up	#4A75A9	24
C67	leishmania infection	men	up	#4A75A9	24
C67	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	24
C67	resolution of d loop structures through synthesis dependent strand annealing sdsa	men	up	#4A75A9	24
C67	interleukin 12 signaling	men	up	#4A75A9	24
C67	glycolysis	men	up	#4A75A9	24
C67	toll like receptor tlr1 tlr2 cascade	men	up	#4A75A9	24
C67	interleukin 4 and interleukin 13 signaling	men	up	#4A75A9	24
C67	gene and protein expression by jak stat signaling after interleukin 12 stimulation	men	up	#4A75A9	24
C67	resolution of d loop structures	men	up	#4A75A9	24
C67	separation of sister chromatids	men	up	#4A75A9	24
C67	dna replication pre initiation	men	up	#4A75A9	24
C67	dap12 interactions	men	up	#4A75A9	24
C67	rac3 gtpase cycle	men	up	#4A75A9	24
C67	initiation of nuclear envelope ne reformation	men	up	#4A75A9	24
C67	regulated necrosis	men	up	#4A75A9	24
C67	traf6 mediated irf7 activation	men	up	#4A75A9	24
C67	rho gtpases activate wasps and waves	men	up	#4A75A9	24
C67	programmed cell death	men	up	#4A75A9	24
C67	tnfr2 non canonical nf kb pathway	men	up	#4A75A9	24
C67	cyclin d associated events in g1	men	up	#4A75A9	24
C67	signaling by notch4	men	up	#4A75A9	24
C67	g0 and early g1	men	up	#4A75A9	24
C67	transcriptional regulation by tp53	men	up	#4A75A9	24
C67	cell surface interactions at the vascular wall	men	up	#4A75A9	24
C67	ddx58 ifih1 mediated induction of interferon alpha beta	men	up	#4A75A9	24
C67	mitotic g2 g2 m phases	men	up	#4A75A9	24
C67	host interactions of hiv factors	men	up	#4A75A9	24
C67	fcgamma receptor fcgr dependent phagocytosis	men	up	#4A75A9	24
C67	signaling by scf kit	men	up	#4A75A9	24
C67	apc c mediated degradation of cell cycle proteins	men	up	#4A75A9	24
C67	nod1 2 signaling pathway	men	up	#4A75A9	24
C67	apoptosis	men	up	#4A75A9	24
C67	cyclin a b1 b2 associated events during g2 m transition	men	up	#4A75A9	24
C67	switching of origins to a post replicative state	men	up	#4A75A9	24
C67	class i mhc mediated antigen processing presentation	men	up	#4A75A9	24
C67	interleukin 1 signaling	men	up	#4A75A9	24
C67	e2f mediated regulation of dna replication	men	up	#4A75A9	24
C67	g1 s specific transcription	men	up	#4A75A9	24
C67	interleukin 1 family signaling	men	up	#4A75A9	24
C67	orc1 removal from chromatin	men	up	#4A75A9	24
C67	dap12 signaling	men	up	#4A75A9	24
C67	ephb mediated forward signaling	men	up	#4A75A9	24
C67	signaling by erythropoietin	men	up	#4A75A9	24
C67	pyroptosis	men	up	#4A75A9	24
C67	signaling by csf3 g csf	men	up	#4A75A9	24
C67	signaling by the b cell receptor bcr	men	up	#4A75A9	24
C67	regulation of ifna ifnb signaling	men	up	#4A75A9	24
C67	deubiquitination	men	up	#4A75A9	24
C67	scf skp2 mediated degradation of p27 p21	men	up	#4A75A9	24
C67	fc epsilon receptor fceri signaling	men	up	#4A75A9	24
C67	inactivation of csf3 g csf signaling	men	up	#4A75A9	24
C67	g1 s dna damage checkpoints	men	up	#4A75A9	24
C67	regulation of runx3 expression and activity	men	up	#4A75A9	24
C67	signalling to erks	men	up	#4A75A9	24
C67	cellular response to hypoxia	men	up	#4A75A9	24
C67	interaction between l1 and ankyrins	men	down	#4A75A9	24
C74	cell cycle checkpoints	common	up	#19787F	25
C74	g2 m checkpoints	common	up	#19787F	25
C74	dna replication	common	up	#19787F	25
C74	synthesis of dna	common	up	#19787F	25
C74	cell cycle mitotic	common	up	#19787F	25
C74	activation of atr in response to replication stress	common	up	#19787F	25
C74	chromosome maintenance	common	up	#19787F	25
C74	dna strand elongation	common	up	#19787F	25
C74	homology directed repair	common	up	#19787F	25
C74	s phase	common	up	#19787F	25
C74	homologous dna pairing and strand exchange	common	up	#19787F	25
C74	mitotic spindle checkpoint	common	up	#19787F	25
C74	dna replication pre initiation	common	up	#19787F	25
C74	mitotic metaphase and anaphase	common	up	#19787F	25
C74	hdr through homologous recombination hrr	common	up	#19787F	25
C74	mitotic g1 phase and g1 s transition	common	up	#19787F	25
C74	activation of the pre replicative complex	common	up	#19787F	25
C74	deposition of new cenpa containing nucleosomes at the centromere	common	up	#19787F	25
C74	switching of origins to a post replicative state	common	up	#19787F	25
C74	dna double strand break repair	common	up	#19787F	25
C74	separation of sister chromatids	common	up	#19787F	25
C74	g2 m dna damage checkpoint	common	up	#19787F	25
C74	m phase	common	up	#19787F	25
C74	g1 s specific transcription	common	up	#19787F	25
C74	dna repair	common	up	#19787F	25
C74	diseases of dna repair	common	up	#19787F	25
C74	apc c mediated degradation of cell cycle proteins	common	up	#19787F	25
C74	processing of dna double strand break ends	common	up	#19787F	25
C74	resolution of abasic sites ap sites	common	up	#19787F	25
C74	resolution of sister chromatid cohesion	common	up	#19787F	25
C74	resolution of d loop structures through synthesis dependent strand annealing sdsa	common	up	#19787F	25
C74	resolution of d loop structures	common	up	#19787F	25
C74	mitotic prometaphase	common	up	#19787F	25
C74	interactions of rev with host cellular proteins	common	up	#19787F	25
C74	sumoylation of dna replication proteins	common	up	#19787F	25
C74	telomere maintenance	common	up	#19787F	25
C74	hdr through single strand annealing ssa	common	up	#19787F	25
C74	base excision repair	common	up	#19787F	25
C74	nuclear import of rev protein	common	up	#19787F	25
C74	glucose metabolism	common	up	#19787F	25
C74	polo like kinase mediated events	common	up	#19787F	25
C74	g0 and early g1	common	up	#19787F	25
C74	rho gtpases activate formins	common	up	#19787F	25
C74	regulation of tp53 activity through phosphorylation	common	up	#19787F	25
C74	export of viral ribonucleoproteins from nucleus	common	up	#19787F	25
C74	glycolysis	common	up	#19787F	25
C74	resolution of ap sites via the multiple nucleotide patch replacement pathway	common	up	#19787F	25
C74	nuclear envelope breakdown	common	up	#19787F	25
C74	copi dependent golgi to er retrograde traffic	common	up	#19787F	25
C74	fanconi anemia pathway	common	up	#19787F	25
C74	pcna dependent long patch base excision repair	common	up	#19787F	25
C74	postmitotic nuclear pore complex npc reformation	common	up	#19787F	25
C74	cyclin a b1 b2 associated events during g2 m transition	common	up	#19787F	25
C74	nuclear pore complex npc disassembly	common	up	#19787F	25
C74	extension of telomeres	common	up	#19787F	25
C74	telomere c strand lagging strand synthesis	common	up	#19787F	25
C74	mitotic g2 g2 m phases	common	up	#19787F	25
C74	lagging strand synthesis	common	up	#19787F	25
C74	apc cdc20 mediated degradation of nek2a	common	up	#19787F	25
C74	tp53 regulates transcription of genes involved in g2 cell cycle arrest	common	up	#19787F	25
C74	kinesins	common	up	#19787F	25
C74	transcriptional regulation by tp53	common	up	#19787F	25
C74	transcription of e2f targets under negative control by p107 rbl1 and p130 rbl2 in complex with hdac1	common	up	#19787F	25
C74	regulation of tp53 activity	common	up	#19787F	25
C74	transcription of e2f targets under negative control by dream complex	common	up	#19787F	25
C74	golgi to er retrograde transport	common	up	#19787F	25
C74	inhibition of the proteolytic activity of apc c required for the onset of anaphase by mitotic spindle checkpoint components	common	up	#19787F	25
C74	tp53 regulates transcription of cell cycle genes	common	up	#19787F	25
C74	processive synthesis on the lagging strand	common	up	#19787F	25
C74	transcriptional regulation by e2f6	common	up	#19787F	25
C74	mitotic prophase	common	up	#19787F	25
C74	aurka activation by tpx2	common	up	#19787F	25
C74	meiotic recombination	common	up	#19787F	25
C74	gap filling dna repair synthesis and ligation in gg ner	common	up	#19787F	25
C74	phosphorylation of the apc c	common	up	#19787F	25
C74	processive synthesis on the c strand of the telomere	common	up	#19787F	25
C74	recognition of dna damage by pcna containing replication complex	common	up	#19787F	25
C74	polymerase switching on the c strand of the telomere	common	up	#19787F	25
C74	nuclear envelope ne reassembly	common	up	#19787F	25
C74	e2f mediated regulation of dna replication	common	up	#19787F	25
C74	intra golgi and retrograde golgi to er traffic	common	up	#19787F	25
C74	diseases of programmed cell death	common	up	#19787F	25
C74	rho gtpase effectors	common	up	#19787F	25
C74	apc c cdc20 mediated degradation of cyclin b	common	up	#19787F	25
C74	hcmv early events	common	up	#19787F	25
C74	regulation of plk1 activity at g2 m transition	common	up	#19787F	25
C74	synthesis of active ubiquitin roles of e1 and e2 enzymes	women	up	#B6453A	25
C74	trna processing	men	up	#4A75A9	25
C74	orc1 removal from chromatin	men	up	#4A75A9	25
C74	snrnp assembly	men	up	#4A75A9	25
C74	trna processing in the nucleus	men	up	#4A75A9	25
