term1	term2	sex	nes	ids	colors
dexrazoxane	C64	men	1.8608947	13	#4A74A9
pemetrexed	C64	men	1.637234	13	#4A74A9
ixabepilone	C64	men	1.685283	13	#4A74A9
cabazitaxel	C64	men	1.768754	13	#4A74A9
flutamide	C64	men	1.6670855	13	#4A74A9
bicalutamide	C64	men	1.6580342	13	#4A74A9
lenalidomide	C64	men	1.5090581	13	#4A74A9
pomalidomide	C64	men	1.659726	13	#4A74A9
carfilzomib	C64	men	1.5118142	13	#4A74A9
bortezomib	C64	men	1.5619298	13	#4A74A9
clofarabine	C64	men	2.1545072	13	#4A74A9
5-azacytidine	C64	men	1.5604664	13	#4A74A9
5-azacytidine	C64	men	1.5604664	13	#4A74A9
5-azacytidine	C64	men	1.5604664	13	#4A74A9
5-azacytidine	C64	men	1.5604664	13	#4A74A9
5-aza-2'-deoxycytidine	C64	men	1.5420469	13	#4A74A9
5-aza-2'-deoxycytidine	C64	men	1.5420469	13	#4A74A9
5-aza-2'-deoxycytidine	C64	men	1.5420469	13	#4A74A9
nilotinib	C64	men	1.8382801	13	#4A74A9
ruxolitinib	C64	men	2.0461018	13	#4A74A9
ruxolitinib	C64	men	2.0461018	13	#4A74A9
anagrelide	C64	men	1.5062864	13	#4A74A9
flurbiprofen	C64	men	1.6793178	13	#4A74A9
flurbiprofen	C64	men	1.6793178	13	#4A74A9
oxymetholone	C64	men	1.6305732	13	#4A74A9
linagliptin	C64	men	1.6876774	13	#4A74A9
linagliptin	C64	men	1.6876774	13	#4A74A9
sitagliptin	C64	men	1.6865981	13	#4A74A9
sitagliptin	C64	men	1.6865981	13	#4A74A9
saxagliptin	C64	men	1.7207017	13	#4A74A9
saxagliptin	C64	men	1.7207017	13	#4A74A9
glipizide	C64	men	1.8235911	13	#4A74A9
glipizide	C64	men	1.8235911	13	#4A74A9
repaglinide	C64	men	1.8157994	13	#4A74A9
repaglinide	C64	men	1.8157994	13	#4A74A9
pioglitazone	C64	men	1.5405712	13	#4A74A9
pioglitazone	C64	men	1.5405712	13	#4A74A9
alogliptin	C64	men	1.6727073	13	#4A74A9
vildagliptin	C64	men	1.6778096	13	#4A74A9
atorvastatin	C64	men	1.8035685	13	#4A74A9
atorvastatin	C64	men	1.8035685	13	#4A74A9
atorvastatin	C64	men	1.8035685	13	#4A74A9
miglitol	C64	men	1.6357592	13	#4A74A9
gliclazide	C64	men	1.7680012	13	#4A74A9
nateglinide	C64	men	1.8179005	13	#4A74A9
fenofibrate	C64	men	1.6241744	13	#4A74A9
fenofibrate	C64	men	1.6241744	13	#4A74A9
telmisartan	C64	men	1.764275	13	#4A74A9
mifepristone	C64	men	1.6207346	13	#4A74A9
simvastatin	C64	men	1.9749811	13	#4A74A9
simvastatin	C64	men	1.9749811	13	#4A74A9
propericiazine	C64	men	1.6221945	13	#4A74A9
fluoxetine	C64	men	1.520201	13	#4A74A9
cyanocobalamin	C64	men	1.7525253	13	#4A74A9
cyanocobalamin	C64	men	1.7525253	13	#4A74A9
eptifibatide	C64	men	1.7348083	13	#4A74A9
isosorbide	C64	men	1.5569466	13	#4A74A9
amiodarone	C64	men	1.6121206	13	#4A74A9
amiodarone	C64	men	1.6121206	13	#4A74A9
cilostazol	C64	men	1.4945108	13	#4A74A9
moxifloxacin	C64	men	1.7789378	13	#4A74A9
moxifloxacin	C64	men	1.7789378	13	#4A74A9
mometasone	C64	men	1.617969	13	#4A74A9
mometasone	C64	men	1.617969	13	#4A74A9
mometasone	C64	men	1.617969	13	#4A74A9
roxithromycin	C64	men	1.5193534	13	#4A74A9
ephedrine	C64	men	1.5279613	13	#4A74A9
choline	C64	men	1.6578052	13	#4A74A9
choline	C64	men	1.6578052	13	#4A74A9
ketorolac	C64	men	1.7528473	13	#4A74A9
ketorolac	C64	men	1.7528473	13	#4A74A9
n-acetylcysteine	C64	men	1.7779167	13	#4A74A9
trametinib	C64	men	1.5558727	13	#4A74A9
azathioprine	C64	men	1.6801699	13	#4A74A9
azathioprine	C64	men	1.6801699	13	#4A74A9
azathioprine	C64	men	1.6801699	13	#4A74A9
azathioprine	C64	men	1.6801699	13	#4A74A9
balsalazide	C64	men	1.8033774	13	#4A74A9
indomethacin	C64	men	1.5697596	13	#4A74A9
indomethacin	C64	men	1.5697596	13	#4A74A9
leflunomide	C64	men	1.7937086	13	#4A74A9
auranofin	C64	men	1.5638428	13	#4A74A9
apremilast	C64	men	1.7123808	13	#4A74A9
calcipotriol	C64	men	1.623021	13	#4A74A9
hydrocortisone	C64	men	1.5769179	13	#4A74A9
acitretin	C64	men	1.5947701	13	#4A74A9
amcinonide	C64	men	1.6377825	13	#4A74A9
tazarotene	C64	men	1.5427905	13	#4A74A9
tazarotene	C64	men	1.5427905	13	#4A74A9
tazarotene	C64	men	1.5427905	13	#4A74A9
adapalene	C64	men	1.5562296	13	#4A74A9
ofloxacin	C64	men	1.7762135	13	#4A74A9
ofloxacin	C64	men	1.7762135	13	#4A74A9
ketoprofen	C64	men	1.7134175	13	#4A74A9
ciprofloxacin	C64	men	1.7275423	13	#4A74A9
ciprofloxacin	C64	men	1.7275423	13	#4A74A9
rofecoxib	C64	men	1.7068987	13	#4A74A9
fenoprofen	C64	men	1.725566	13	#4A74A9
etoricoxib	C64	men	1.6459597	13	#4A74A9
oxaprozin	C64	men	1.7015615	13	#4A74A9
celecoxib	C64	men	1.5023426	13	#4A74A9
piroxicam	C64	men	1.7430482	13	#4A74A9
diflunisal	C64	men	1.7724335	13	#4A74A9
meloxicam	C64	men	1.7424468	13	#4A74A9
tenoxicam	C64	men	1.7585974	13	#4A74A9
naproxen	C64	men	1.7071908	13	#4A74A9
salsalate	C64	men	1.757362	13	#4A74A9
tolmetin	C64	men	1.7442194	13	#4A74A9
nabumetone	C64	men	1.754307	13	#4A74A9
etodolac	C64	men	1.5880404	13	#4A74A9
sulindac	C64	men	1.5076969	13	#4A74A9
sulindac	C64	men	1.5076969	13	#4A74A9
sulindac	C64	men	1.5076969	13	#4A74A9
hydroxychloroquine	C64	men	1.8583122	13	#4A74A9
norfloxacin	C64	men	1.7653577	13	#4A74A9
lomefloxacin	C64	men	1.7769893	13	#4A74A9
norethisterone	C64	men	1.7967547	13	#4A74A9
doxycycline	C67	men	1.7086494	14	#4A74A9
doxycycline	C67	men	1.7086494	14	#4A74A9
doxycycline	C67	men	1.7086494	14	#4A74A9
doxycycline	C67	men	1.7086494	14	#4A74A9
doxycycline	C67	men	1.7086494	14	#4A74A9
mitoxantrone	C67	men	1.7693958	14	#4A74A9
mitoxantrone	C67	men	1.7693958	14	#4A74A9
mitoxantrone	C67	men	1.7693958	14	#4A74A9
mitoxantrone	C67	men	1.7693958	14	#4A74A9
mitoxantrone	C67	men	1.7693958	14	#4A74A9
etoposide	C67	men	1.8044502	14	#4A74A9
etoposide	C67	men	1.8044502	14	#4A74A9
etoposide	C67	men	1.8044502	14	#4A74A9
dacarbazine	C67	men	1.7529128	14	#4A74A9
teniposide	C67	men	1.7372645	14	#4A74A9
hydroxyurea	C67	men	1.9669223	14	#4A74A9
hydroxyurea	C67	men	1.9669223	14	#4A74A9
hydroxyurea	C67	men	1.9669223	14	#4A74A9
hydroxyurea	C67	men	1.9669223	14	#4A74A9
everolimus	C67	men	1.7723483	14	#4A74A9
idarubicin	C67	men	1.7241052	14	#4A74A9
idarubicin	C67	men	1.7241052	14	#4A74A9
dexrazoxane	C67	men	1.8141325	14	#4A74A9
bcnu	C67	men	1.7765833	14	#4A74A9
clofarabine	C67	men	2.211121	14	#4A74A9
moxifloxacin	C67	men	1.7580844	14	#4A74A9
moxifloxacin	C67	men	1.7580844	14	#4A74A9
pyridoxine	C67	men	1.904974	14	#4A74A9
ofloxacin	C67	men	1.769213	14	#4A74A9
ofloxacin	C67	men	1.769213	14	#4A74A9
ketoprofen	C67	men	1.8323823	14	#4A74A9
hydroxychloroquine	C67	men	1.8050108	14	#4A74A9
norfloxacin	C67	men	1.7631772	14	#4A74A9
lomefloxacin	C67	men	1.7387916	14	#4A74A9
doxycycline	C71	women	2.3346694	15	#4A74A9
doxycycline	C71	women	2.3346694	15	#4A74A9
doxycycline	C71	women	2.3346694	15	#4A74A9
doxycycline	C71	women	2.3346694	15	#4A74A9
doxycycline	C71	women	2.3346694	15	#4A74A9
irinotecan	C71	women	2.0420012	15	#4A74A9
irinotecan	C71	women	2.0420012	15	#4A74A9
irinotecan	C71	women	2.0420012	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
methotrexate	C71	women	1.5573444	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
doxorubicin	C71	women	1.7406092	15	#4A74A9
mitoxantrone	C71	women	1.6730572	15	#4A74A9
mitoxantrone	C71	women	1.6730572	15	#4A74A9
mitoxantrone	C71	women	1.6730572	15	#4A74A9
mitoxantrone	C71	women	1.6730572	15	#4A74A9
mitoxantrone	C71	women	1.6730572	15	#4A74A9
etoposide	C71	women	1.7588814	15	#4A74A9
etoposide	C71	women	1.7588814	15	#4A74A9
etoposide	C71	women	1.7588814	15	#4A74A9
topotecan	C71	women	2.0435436	15	#4A74A9
topotecan	C71	women	2.0435436	15	#4A74A9
topotecan	C71	women	2.0435436	15	#4A74A9
octreotide	C71	women	-1.6332891	15	#B64539
dacarbazine	C71	women	1.5281955	15	#4A74A9
sunitinib	C71	women	1.7608331	15	#4A74A9
sunitinib	C71	women	1.7608331	15	#4A74A9
vinorelbine	C71	women	1.529601	15	#4A74A9
vinorelbine	C71	women	1.529601	15	#4A74A9
teniposide	C71	women	1.6699542	15	#4A74A9
hydroxyurea	C71	women	1.5894467	15	#4A74A9
hydroxyurea	C71	women	1.5894467	15	#4A74A9
hydroxyurea	C71	women	1.5894467	15	#4A74A9
hydroxyurea	C71	women	1.5894467	15	#4A74A9
everolimus	C71	women	1.6809477	15	#4A74A9
idarubicin	C71	women	1.6738293	15	#4A74A9
idarubicin	C71	women	1.6738293	15	#4A74A9
dexrazoxane	C71	women	1.7627652	15	#4A74A9
pemetrexed	C71	women	1.514406	15	#4A74A9
flutamide	C71	women	1.7587762	15	#4A74A9
bicalutamide	C71	women	1.69538	15	#4A74A9
lenalidomide	C71	women	1.7736708	15	#4A74A9
pomalidomide	C71	women	1.9325688	15	#4A74A9
carfilzomib	C71	women	1.5037562	15	#4A74A9
bortezomib	C71	women	1.550874	15	#4A74A9
clodronate	C71	women	1.7864976	15	#4A74A9
clodronate	C71	women	1.7864976	15	#4A74A9
clodronate	C71	women	1.7864976	15	#4A74A9
clofarabine	C71	women	1.9662138	15	#4A74A9
cytarabine	C71	women	1.7099226	15	#4A74A9
fospropofol	C71	women	-1.9999057	15	#B64539
5-azacytidine	C71	women	1.7132721	15	#4A74A9
5-azacytidine	C71	women	1.7132721	15	#4A74A9
5-azacytidine	C71	women	1.7132721	15	#4A74A9
5-azacytidine	C71	women	1.7132721	15	#4A74A9
5-aza-2'-deoxycytidine	C71	women	1.7068446	15	#4A74A9
5-aza-2'-deoxycytidine	C71	women	1.7068446	15	#4A74A9
5-aza-2'-deoxycytidine	C71	women	1.7068446	15	#4A74A9
omeprazole	C71	women	1.564352	15	#4A74A9
ranitidine	C71	women	1.5529573	15	#4A74A9
oxymetholone	C71	women	1.6955686	15	#4A74A9
ticlopidine	C71	women	1.5473698	15	#4A74A9
metformin	C71	women	1.5196816	15	#4A74A9
metformin	C71	women	1.5196816	15	#4A74A9
glipizide	C71	women	1.6921318	15	#4A74A9
glipizide	C71	women	1.6921318	15	#4A74A9
repaglinide	C71	women	1.684938	15	#4A74A9
repaglinide	C71	women	1.684938	15	#4A74A9
pioglitazone	C71	women	1.5316795	15	#4A74A9
pioglitazone	C71	women	1.5316795	15	#4A74A9
miglitol	C71	women	1.7870213	15	#4A74A9
gliclazide	C71	women	1.8003719	15	#4A74A9
nateglinide	C71	women	1.7011516	15	#4A74A9
fenofibrate	C71	women	1.6565783	15	#4A74A9
fenofibrate	C71	women	1.6565783	15	#4A74A9
mifepristone	C71	women	1.5868016	15	#4A74A9
niacin	C71	women	1.5484664	15	#4A74A9
zuclopenthixol	C71	women	-1.8557808	15	#B64539
zuclopenthixol	C71	women	-1.8557808	15	#B64539
prochlorperazine	C71	women	-1.8430614	15	#B64539
buspirone	C71	women	-1.7866988	15	#B64539
haloperidol	C71	women	-1.9229748	15	#B64539
thiothixene	C71	women	-1.8992494	15	#B64539
molindone	C71	women	-1.8845195	15	#B64539
droperidol	C71	women	-1.6618913	15	#B64539
droperidol	C71	women	-1.6618913	15	#B64539
lamotrigine	C71	women	-1.9098659	15	#B64539
lamotrigine	C71	women	-1.9098659	15	#B64539
tetrabenazine	C71	women	-1.7798367	15	#B64539
memantine	C71	women	-1.7565854	15	#B64539
memantine	C71	women	-1.7565854	15	#B64539
amantadine	C71	women	-2.0269759	15	#B64539
domperidone	C71	women	-1.795987	15	#B64539
rivastigmine	C71	women	1.6139203	15	#4A74A9
rivastigmine	C71	women	1.6139203	15	#4A74A9
rotigotine	C71	women	-1.9002186	15	#B64539
apomorphine	C71	women	-1.6430717	15	#B64539
hydroxocobalamin	C71	women	1.6292237	15	#4A74A9
hydroxocobalamin	C71	women	1.6292237	15	#4A74A9
dantrolene	C71	women	-1.8079512	15	#B64539
baclofen	C71	women	-1.6800429	15	#B64539
prasugrel	C71	women	1.5511225	15	#4A74A9
clopidogrel	C71	women	1.5716406	15	#4A74A9
dihydroergotamine	C71	women	-1.7742587	15	#B64539
moxifloxacin	C71	women	1.6727213	15	#4A74A9
moxifloxacin	C71	women	1.6727213	15	#4A74A9
ticagrelor	C71	women	1.5645417	15	#4A74A9
ketotifen	C71	women	1.5494531	15	#4A74A9
latanoprost	C71	women	-1.6860222	15	#B64539
balsalazide	C71	women	1.717812	15	#4A74A9
indomethacin	C71	women	1.5774288	15	#4A74A9
indomethacin	C71	women	1.5774288	15	#4A74A9
auranofin	C71	women	1.5208894	15	#4A74A9
retinol	C71	women	1.5712242	15	#4A74A9
ofloxacin	C71	women	1.67988	15	#4A74A9
ofloxacin	C71	women	1.67988	15	#4A74A9
ciprofloxacin	C71	women	1.5657045	15	#4A74A9
ciprofloxacin	C71	women	1.5657045	15	#4A74A9
fenoprofen	C71	women	1.633324	15	#4A74A9
tenoxicam	C71	women	1.5088912	15	#4A74A9
salsalate	C71	women	1.5132062	15	#4A74A9
meclofenamate	C71	women	1.5178014	15	#4A74A9
hydroxychloroquine	C71	women	1.5068157	15	#4A74A9
norfloxacin	C71	women	1.6781607	15	#4A74A9
lomefloxacin	C71	women	1.6936382	15	#4A74A9
norethisterone	C71	women	1.688676	15	#4A74A9
rapamycin	C71	women	1.5145383	15	#4A74A9
doxycycline	C71	men	1.9990327	15	#4A74A9
doxycycline	C71	men	1.9990327	15	#4A74A9
doxycycline	C71	men	1.9990327	15	#4A74A9
doxycycline	C71	men	1.9990327	15	#4A74A9
doxycycline	C71	men	1.9990327	15	#4A74A9
tetracycline	C71	men	-1.7485033	15	#B64539
irinotecan	C71	men	2.0387888	15	#4A74A9
irinotecan	C71	men	2.0387888	15	#4A74A9
irinotecan	C71	men	2.0387888	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
methotrexate	C71	men	1.6193587	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
doxorubicin	C71	men	1.6893178	15	#4A74A9
mitoxantrone	C71	men	1.7983404	15	#4A74A9
mitoxantrone	C71	men	1.7983404	15	#4A74A9
mitoxantrone	C71	men	1.7983404	15	#4A74A9
mitoxantrone	C71	men	1.7983404	15	#4A74A9
mitoxantrone	C71	men	1.7983404	15	#4A74A9
etoposide	C71	men	1.8608644	15	#4A74A9
etoposide	C71	men	1.8608644	15	#4A74A9
etoposide	C71	men	1.8608644	15	#4A74A9
topotecan	C71	men	2.0343328	15	#4A74A9
topotecan	C71	men	2.0343328	15	#4A74A9
topotecan	C71	men	2.0343328	15	#4A74A9
octreotide	C71	men	-1.7779466	15	#B64539
dacarbazine	C71	men	1.588112	15	#4A74A9
sunitinib	C71	men	1.6493698	15	#4A74A9
sunitinib	C71	men	1.6493698	15	#4A74A9
teniposide	C71	men	1.8353467	15	#4A74A9
hydroxyurea	C71	men	1.7951835	15	#4A74A9
hydroxyurea	C71	men	1.7951835	15	#4A74A9
hydroxyurea	C71	men	1.7951835	15	#4A74A9
hydroxyurea	C71	men	1.7951835	15	#4A74A9
idarubicin	C71	men	1.7897775	15	#4A74A9
idarubicin	C71	men	1.7897775	15	#4A74A9
dexrazoxane	C71	men	1.8594685	15	#4A74A9
paliperidone	C71	men	-1.5606705	15	#B64539
paliperidone	C71	men	-1.5606705	15	#B64539
paliperidone	C71	men	-1.5606705	15	#B64539
paliperidone	C71	men	-1.5606705	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
risperidone	C71	men	-1.5922886	15	#B64539
eaca	C71	men	1.5735017	15	#4A74A9
eaca	C71	men	1.5735017	15	#4A74A9
pomalidomide	C71	men	1.6456349	15	#4A74A9
clofarabine	C71	men	2.1497583	15	#4A74A9
fospropofol	C71	men	-2.262012	15	#B64539
5-azacytidine	C71	men	1.7967566	15	#4A74A9
5-azacytidine	C71	men	1.7967566	15	#4A74A9
5-azacytidine	C71	men	1.7967566	15	#4A74A9
5-azacytidine	C71	men	1.7967566	15	#4A74A9
5-aza-2'-deoxycytidine	C71	men	1.798172	15	#4A74A9
5-aza-2'-deoxycytidine	C71	men	1.798172	15	#4A74A9
5-aza-2'-deoxycytidine	C71	men	1.798172	15	#4A74A9
ranitidine	C71	men	1.9346977	15	#4A74A9
eprosartan	C71	men	-1.6567981	15	#B64539
argatroban	C71	men	1.5998632	15	#4A74A9
argatroban	C71	men	1.5998632	15	#4A74A9
bivalirudin	C71	men	1.5999649	15	#4A74A9
bivalirudin	C71	men	1.5999649	15	#4A74A9
miglitol	C71	men	1.7983627	15	#4A74A9
gliclazide	C71	men	1.7135271	15	#4A74A9
mifepristone	C71	men	1.639693	15	#4A74A9
losartan	C71	men	-1.6294453	15	#B64539
bromocriptine	C71	men	-1.5507787	15	#B64539
bromocriptine	C71	men	-1.5507787	15	#B64539
phentermine	C71	men	-1.657547	15	#B64539
bupropion	C71	men	-1.669273	15	#B64539
zuclopenthixol	C71	men	-2.1090438	15	#B64539
zuclopenthixol	C71	men	-2.1090438	15	#B64539
prochlorperazine	C71	men	-1.9411416	15	#B64539
buspirone	C71	men	-1.8815542	15	#B64539
iloperidone	C71	men	-1.7929446	15	#B64539
haloperidol	C71	men	-2.1335678	15	#B64539
thiothixene	C71	men	-2.0720139	15	#B64539
molindone	C71	men	-2.047592	15	#B64539
lurasidone	C71	men	-1.6286858	15	#B64539
lurasidone	C71	men	-1.6286858	15	#B64539
levomepromazine	C71	men	-1.8198172	15	#B64539
levomepromazine	C71	men	-1.8198172	15	#B64539
droperidol	C71	men	-1.9263458	15	#B64539
droperidol	C71	men	-1.9263458	15	#B64539
lamotrigine	C71	men	-2.0236347	15	#B64539
lamotrigine	C71	men	-2.0236347	15	#B64539
maprotiline	C71	men	-1.6616025	15	#B64539
maprotiline	C71	men	-1.6616025	15	#B64539
topiramate	C71	men	-1.7222091	15	#B64539
tetrabenazine	C71	men	-1.9135398	15	#B64539
memantine	C71	men	-1.8447567	15	#B64539
memantine	C71	men	-1.8447567	15	#B64539
amantadine	C71	men	-2.1095777	15	#B64539
domperidone	C71	men	-1.8445997	15	#B64539
rivastigmine	C71	men	1.9982203	15	#4A74A9
rivastigmine	C71	men	1.9982203	15	#4A74A9
rotigotine	C71	men	-2.0320349	15	#B64539
ropinirole	C71	men	-1.7789525	15	#B64539
pramipexole	C71	men	-1.7774459	15	#B64539
apomorphine	C71	men	-1.7525094	15	#B64539
pergolide	C71	men	-1.7283205	15	#B64539
lisuride	C71	men	-1.5838302	15	#B64539
benztropine	C71	men	-1.7684882	15	#B64539
citalopram	C71	men	-1.6262796	15	#B64539
citalopram	C71	men	-1.6262796	15	#B64539
cyanocobalamin	C71	men	1.6031636	15	#4A74A9
cyanocobalamin	C71	men	1.6031636	15	#4A74A9
dantrolene	C71	men	-1.9313684	15	#B64539
baclofen	C71	men	-1.7521105	15	#B64539
4-ap	C71	men	-1.7529886	15	#B64539
valsartan	C71	men	-1.6316974	15	#B64539
verapamil	C71	men	-1.7469879	15	#B64539
verapamil	C71	men	-1.7469879	15	#B64539
verapamil	C71	men	-1.7469879	15	#B64539
verapamil	C71	men	-1.7469879	15	#B64539
atropine	C71	men	-1.6402689	15	#B64539
atropine	C71	men	-1.6402689	15	#B64539
atropine	C71	men	-1.6402689	15	#B64539
dihydroergotamine	C71	men	-1.7225788	15	#B64539
dronedarone	C71	men	-1.8908992	15	#B64539
moxifloxacin	C71	men	1.8111413	15	#4A74A9
moxifloxacin	C71	men	1.8111413	15	#4A74A9
roxithromycin	C71	men	1.673675	15	#4A74A9
metoclopramide	C71	men	-1.5958116	15	#B64539
ticagrelor	C71	men	1.5802743	15	#4A74A9
ketotifen	C71	men	1.6063884	15	#4A74A9
latanoprost	C71	men	-1.9960982	15	#B64539
methacholine	C71	men	-1.6632955	15	#B64539
darifenacin	C71	men	-1.6289887	15	#B64539
ofloxacin	C71	men	1.829635	15	#4A74A9
ofloxacin	C71	men	1.829635	15	#4A74A9
brimonidine	C71	men	-1.6739544	15	#B64539
tramadol	C71	men	-1.5886565	15	#B64539
duloxetine	C71	men	-1.7351793	15	#B64539
ciprofloxacin	C71	men	1.8015275	15	#4A74A9
ciprofloxacin	C71	men	1.8015275	15	#4A74A9
rofecoxib	C71	men	1.6990443	15	#4A74A9
pilocarpine	C71	men	-1.627572	15	#B64539
cevimeline	C71	men	-1.6872993	15	#B64539
norfloxacin	C71	men	1.8468751	15	#4A74A9
lomefloxacin	C71	men	1.8319974	15	#4A74A9
norethisterone	C71	men	1.8655765	15	#4A74A9
captopril	C73	women	2.1598845	16	#4A74A9
captopril	C73	women	2.1598845	16	#4A74A9
captopril	C73	women	2.1598845	16	#4A74A9
eptifibatide	C73	women	2.0618937	16	#4A74A9
doxycycline	C73	men	2.1853406	16	#4A74A9
doxycycline	C73	men	2.1853406	16	#4A74A9
doxycycline	C73	men	2.1853406	16	#4A74A9
doxycycline	C73	men	2.1853406	16	#4A74A9
doxycycline	C73	men	2.1853406	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
doxorubicin	C73	men	1.6176497	16	#4A74A9
mitoxantrone	C73	men	1.7536315	16	#4A74A9
mitoxantrone	C73	men	1.7536315	16	#4A74A9
mitoxantrone	C73	men	1.7536315	16	#4A74A9
mitoxantrone	C73	men	1.7536315	16	#4A74A9
mitoxantrone	C73	men	1.7536315	16	#4A74A9
etoposide	C73	men	1.7184911	16	#4A74A9
etoposide	C73	men	1.7184911	16	#4A74A9
etoposide	C73	men	1.7184911	16	#4A74A9
sunitinib	C73	men	2.2135227	16	#4A74A9
sunitinib	C73	men	2.2135227	16	#4A74A9
vinorelbine	C73	men	1.6738365	16	#4A74A9
vinorelbine	C73	men	1.6738365	16	#4A74A9
teniposide	C73	men	1.752987	16	#4A74A9
idarubicin	C73	men	1.8053596	16	#4A74A9
idarubicin	C73	men	1.8053596	16	#4A74A9
dexrazoxane	C73	men	1.7212143	16	#4A74A9
pemetrexed	C73	men	1.5563582	16	#4A74A9
eaca	C73	men	1.899137	16	#4A74A9
eaca	C73	men	1.899137	16	#4A74A9
clofarabine	C73	men	1.9581999	16	#4A74A9
nilotinib	C73	men	1.8455079	16	#4A74A9
ruxolitinib	C73	men	2.1150112	16	#4A74A9
ruxolitinib	C73	men	2.1150112	16	#4A74A9
argatroban	C73	men	1.7211685	16	#4A74A9
argatroban	C73	men	1.7211685	16	#4A74A9
bivalirudin	C73	men	1.696289	16	#4A74A9
bivalirudin	C73	men	1.696289	16	#4A74A9
linagliptin	C73	men	1.9013444	16	#4A74A9
linagliptin	C73	men	1.9013444	16	#4A74A9
sitagliptin	C73	men	1.8997401	16	#4A74A9
sitagliptin	C73	men	1.8997401	16	#4A74A9
saxagliptin	C73	men	1.8847909	16	#4A74A9
saxagliptin	C73	men	1.8847909	16	#4A74A9
captopril	C73	men	2.2524595	16	#4A74A9
captopril	C73	men	2.2524595	16	#4A74A9
captopril	C73	men	2.2524595	16	#4A74A9
alogliptin	C73	men	1.8779633	16	#4A74A9
vildagliptin	C73	men	1.8497105	16	#4A74A9
orlistat	C73	men	1.5637414	16	#4A74A9
atorvastatin	C73	men	1.7584283	16	#4A74A9
atorvastatin	C73	men	1.7584283	16	#4A74A9
atorvastatin	C73	men	1.7584283	16	#4A74A9
miglitol	C73	men	1.5997229	16	#4A74A9
gliclazide	C73	men	1.8080956	16	#4A74A9
acarbose	C73	men	1.6418549	16	#4A74A9
simvastatin	C73	men	1.9713727	16	#4A74A9
simvastatin	C73	men	1.9713727	16	#4A74A9
eptifibatide	C73	men	2.2660196	16	#4A74A9
moxifloxacin	C73	men	1.776455	16	#4A74A9
moxifloxacin	C73	men	1.776455	16	#4A74A9
choline	C73	men	1.7187407	16	#4A74A9
choline	C73	men	1.7187407	16	#4A74A9
n-acetylcysteine	C73	men	1.7755239	16	#4A74A9
azathioprine	C73	men	1.9705611	16	#4A74A9
azathioprine	C73	men	1.9705611	16	#4A74A9
azathioprine	C73	men	1.9705611	16	#4A74A9
azathioprine	C73	men	1.9705611	16	#4A74A9
leflunomide	C73	men	1.8558979	16	#4A74A9
apremilast	C73	men	1.6127284	16	#4A74A9
ofloxacin	C73	men	1.8116553	16	#4A74A9
ofloxacin	C73	men	1.8116553	16	#4A74A9
ciprofloxacin	C73	men	1.589606	16	#4A74A9
ciprofloxacin	C73	men	1.589606	16	#4A74A9
rofecoxib	C73	men	1.5480499	16	#4A74A9
hydroxychloroquine	C73	men	1.7886639	16	#4A74A9
norfloxacin	C73	men	1.7700279	16	#4A74A9
lomefloxacin	C73	men	1.7692797	16	#4A74A9
clofarabine	C74	women	2.0457869	17	#4A74A9
irinotecan	C74	men	2.239038	17	#4A74A9
