term1	term2	sex	nes	ids	colors
mometasone	Multiple sclerosis	women	-1.5898508	35	#B64539
mometasone	Multiple sclerosis	women	-1.5898508	35	#B64539
phenylpropanolamine	Multiple sclerosis	women	-1.8829654	35	#B64539
ephedrine	Multiple sclerosis	women	-1.5621555	35	#B64539
choline	Multiple sclerosis	women	-1.6622545	35	#B64539
choline	Multiple sclerosis	women	-1.6622545	35	#B64539
zileuton	Multiple sclerosis	women	-1.6636572	35	#B64539
montelukast	Multiple sclerosis	women	-1.6797787	35	#B64539
ticagrelor	Multiple sclerosis	women	-1.6651318	35	#B64539
ketotifen	Multiple sclerosis	women	-1.4995625	35	#B64539
indacaterol	Multiple sclerosis	women	-1.8659831	35	#B64539
bisoprolol	Multiple sclerosis	women	-1.8752546	35	#B64539
olodaterol	Multiple sclerosis	women	-1.8637987	35	#B64539
formoterol	Multiple sclerosis	women	-1.8555385	35	#B64539
terbutaline	Multiple sclerosis	women	-1.8633622	35	#B64539
pirbuterol	Multiple sclerosis	women	-1.8516982	35	#B64539
salmeterol	Multiple sclerosis	women	-1.8593922	35	#B64539
betaxolol	Multiple sclerosis	women	-1.8693576	35	#B64539
celiprolol	Multiple sclerosis	women	-1.8758057	35	#B64539
salbutamol	Multiple sclerosis	women	-1.8571366	35	#B64539
labetalol	Multiple sclerosis	women	-1.8591372	35	#B64539
n-acetylcysteine	Multiple sclerosis	women	-1.6601908	35	#B64539
dabrafenib	Multiple sclerosis	women	-1.7361438	35	#B64539
trametinib	Multiple sclerosis	women	-1.6036843	35	#B64539
azathioprine	Multiple sclerosis	women	-1.6481428	35	#B64539
azathioprine	Multiple sclerosis	women	-1.6481428	35	#B64539
azathioprine	Multiple sclerosis	women	-1.6481428	35	#B64539
azathioprine	Multiple sclerosis	women	-1.6481428	35	#B64539
hydromorphone	Multiple sclerosis	women	-1.5142014	35	#B64539
balsalazide	Multiple sclerosis	women	-1.6040535	35	#B64539
auranofin	Multiple sclerosis	women	-1.6373205	35	#B64539
retinol	Multiple sclerosis	women	-1.5255661	35	#B64539
diclofenac	Multiple sclerosis	women	-1.6387801	35	#B64539
diclofenac	Multiple sclerosis	women	-1.6387801	35	#B64539
tramadol	Multiple sclerosis	women	-1.6197292	35	#B64539
meclofenamate	Multiple sclerosis	women	-1.6131276	35	#B64539
hydroxychloroquine	Multiple sclerosis	women	-1.6061307	35	#B64539
pilocarpine	Multiple sclerosis	women	-1.5100571	35	#B64539
norethisterone	Multiple sclerosis	women	-1.8120831	35	#B64539
propranolol	Multiple sclerosis	women	-1.8392609	35	#B64539
ranitidine	Asthma	women	1.7852248	36	#4A74A9
cerivastatin	Asthma	women	1.8096696	36	#4A74A9
cerivastatin	Asthma	women	1.8096696	36	#4A74A9
rivastigmine	Asthma	women	1.7799708	36	#4A74A9
rivastigmine	Asthma	women	1.7799708	36	#4A74A9
galantamine	Asthma	women	1.7485437	36	#4A74A9
prazosin	Asthma	women	1.7611668	36	#4A74A9
tegaserod	Asthma	women	1.7024145	36	#4A74A9
ranitidine	Asthma	men	2.2855453	36	#4A74A9
lorcaserin	Asthma	men	1.8768184	36	#4A74A9
rivastigmine	Asthma	men	2.31182	36	#4A74A9
rivastigmine	Asthma	men	2.31182	36	#4A74A9
galantamine	Asthma	men	1.9859719	36	#4A74A9
everolimus	Other interstitial pulmonary diseases	men	-1.6481013	37	#B64539
eribulin	Other interstitial pulmonary diseases	men	-1.9986744	37	#B64539
lenalidomide	Other interstitial pulmonary diseases	men	-1.7126969	37	#B64539
pomalidomide	Other interstitial pulmonary diseases	men	-1.8313371	37	#B64539
ruxolitinib	Other interstitial pulmonary diseases	men	-1.7375212	37	#B64539
ruxolitinib	Other interstitial pulmonary diseases	men	-1.7375212	37	#B64539
metformin	Other interstitial pulmonary diseases	men	-1.7502347	37	#B64539
metformin	Other interstitial pulmonary diseases	men	-1.7502347	37	#B64539
pioglitazone	Other interstitial pulmonary diseases	men	-1.6309755	37	#B64539
pioglitazone	Other interstitial pulmonary diseases	men	-1.6309755	37	#B64539
gliclazide	Other interstitial pulmonary diseases	men	-1.6459918	37	#B64539
simvastatin	Other interstitial pulmonary diseases	men	-1.7038834	37	#B64539
simvastatin	Other interstitial pulmonary diseases	men	-1.7038834	37	#B64539
clomipramine	Other interstitial pulmonary diseases	men	-1.6626545	37	#B64539
clomipramine	Other interstitial pulmonary diseases	men	-1.6626545	37	#B64539
isosorbide	Other interstitial pulmonary diseases	men	-1.7786676	37	#B64539
acetaminophen	Other interstitial pulmonary diseases	men	-1.8323051	37	#B64539
acetaminophen	Other interstitial pulmonary diseases	men	-1.8323051	37	#B64539
n-acetylcysteine	Other interstitial pulmonary diseases	men	-1.6157364	37	#B64539
trametinib	Other interstitial pulmonary diseases	men	-1.8592768	37	#B64539
indomethacin	Other interstitial pulmonary diseases	men	-1.6074677	37	#B64539
indomethacin	Other interstitial pulmonary diseases	men	-1.6074677	37	#B64539
auranofin	Other interstitial pulmonary diseases	men	-1.7023033	37	#B64539
apremilast	Other interstitial pulmonary diseases	men	-1.6168388	37	#B64539
acitretin	Other interstitial pulmonary diseases	men	-1.6857575	37	#B64539
adapalene	Other interstitial pulmonary diseases	men	-1.628876	37	#B64539
retinol	Other interstitial pulmonary diseases	men	-1.6116873	37	#B64539
ketoprofen	Other interstitial pulmonary diseases	men	-1.7587736	37	#B64539
sulindac	Other interstitial pulmonary diseases	men	-1.7776644	37	#B64539
sulindac	Other interstitial pulmonary diseases	men	-1.7776644	37	#B64539
sulindac	Other interstitial pulmonary diseases	men	-1.7776644	37	#B64539
hydroxychloroquine	Other interstitial pulmonary diseases	men	-1.673578	37	#B64539
norethisterone	Other interstitial pulmonary diseases	men	-1.8993422	37	#B64539
argatroban	Aphthous stomatitis	women	1.9827578	38	#4A74A9
argatroban	Aphthous stomatitis	women	1.9827578	38	#4A74A9
bivalirudin	Aphthous stomatitis	women	1.9844978	38	#4A74A9
bivalirudin	Aphthous stomatitis	women	1.9844978	38	#4A74A9
captopril	Aphthous stomatitis	women	1.8121263	38	#4A74A9
captopril	Aphthous stomatitis	women	1.8121263	38	#4A74A9
captopril	Aphthous stomatitis	women	1.8121263	38	#4A74A9
simvastatin	Aphthous stomatitis	women	1.7730968	38	#4A74A9
simvastatin	Aphthous stomatitis	women	1.7730968	38	#4A74A9
eptifibatide	Aphthous stomatitis	women	1.7970695	38	#4A74A9
rofecoxib	Aphthous stomatitis	women	2.0851629	38	#4A74A9
doxycycline	Aphthous stomatitis	men	1.7460016	38	#4A74A9
doxycycline	Aphthous stomatitis	men	1.7460016	38	#4A74A9
doxycycline	Aphthous stomatitis	men	1.7460016	38	#4A74A9
doxycycline	Aphthous stomatitis	men	1.7460016	38	#4A74A9
doxycycline	Aphthous stomatitis	men	1.7460016	38	#4A74A9
minocycline	Aphthous stomatitis	men	1.7174202	38	#4A74A9
minocycline	Aphthous stomatitis	men	1.7174202	38	#4A74A9
minocycline	Aphthous stomatitis	men	1.7174202	38	#4A74A9
sunitinib	Aphthous stomatitis	men	1.9639069	38	#4A74A9
sunitinib	Aphthous stomatitis	men	1.9639069	38	#4A74A9
eaca	Aphthous stomatitis	men	1.7229193	38	#4A74A9
eaca	Aphthous stomatitis	men	1.7229193	38	#4A74A9
nilotinib	Aphthous stomatitis	men	1.6023966	38	#4A74A9
ruxolitinib	Aphthous stomatitis	men	2.2031674	38	#4A74A9
ruxolitinib	Aphthous stomatitis	men	2.2031674	38	#4A74A9
argatroban	Aphthous stomatitis	men	1.716385	38	#4A74A9
argatroban	Aphthous stomatitis	men	1.716385	38	#4A74A9
bivalirudin	Aphthous stomatitis	men	1.7136322	38	#4A74A9
bivalirudin	Aphthous stomatitis	men	1.7136322	38	#4A74A9
linagliptin	Aphthous stomatitis	men	2.1231833	38	#4A74A9
linagliptin	Aphthous stomatitis	men	2.1231833	38	#4A74A9
sitagliptin	Aphthous stomatitis	men	2.1545746	38	#4A74A9
sitagliptin	Aphthous stomatitis	men	2.1545746	38	#4A74A9
saxagliptin	Aphthous stomatitis	men	2.1600382	38	#4A74A9
saxagliptin	Aphthous stomatitis	men	2.1600382	38	#4A74A9
captopril	Aphthous stomatitis	men	1.6907427	38	#4A74A9
captopril	Aphthous stomatitis	men	1.6907427	38	#4A74A9
captopril	Aphthous stomatitis	men	1.6907427	38	#4A74A9
alogliptin	Aphthous stomatitis	men	2.1385958	38	#4A74A9
vildagliptin	Aphthous stomatitis	men	2.180982	38	#4A74A9
simvastatin	Aphthous stomatitis	men	1.8077059	38	#4A74A9
simvastatin	Aphthous stomatitis	men	1.8077059	38	#4A74A9
eptifibatide	Aphthous stomatitis	men	1.7233425	38	#4A74A9
pirfenidone	Aphthous stomatitis	men	1.6096342	38	#4A74A9
leflunomide	Aphthous stomatitis	men	1.6324863	38	#4A74A9
halcinonide	Aphthous stomatitis	men	1.6721109	38	#4A74A9
rofecoxib	Aphthous stomatitis	men	1.7911799	38	#4A74A9
hydroxychloroquine	Aphthous stomatitis	men	1.6951712	38	#4A74A9
ranitidine	Oral dysplasia	women	2.0416842	39	#4A74A9
argatroban	Oral dysplasia	women	2.2658944	39	#4A74A9
argatroban	Oral dysplasia	women	2.2658944	39	#4A74A9
bivalirudin	Oral dysplasia	women	2.2311258	39	#4A74A9
bivalirudin	Oral dysplasia	women	2.2311258	39	#4A74A9
captopril	Oral dysplasia	women	1.9820925	39	#4A74A9
captopril	Oral dysplasia	women	1.9820925	39	#4A74A9
captopril	Oral dysplasia	women	1.9820925	39	#4A74A9
rivastigmine	Oral dysplasia	women	2.024164	39	#4A74A9
rivastigmine	Oral dysplasia	women	2.024164	39	#4A74A9
eptifibatide	Oral dysplasia	women	1.7203474	39	#4A74A9
alosetron	Oral dysplasia	women	2.0658777	39	#4A74A9
halcinonide	Oral dysplasia	women	1.6860064	39	#4A74A9
rofecoxib	Oral dysplasia	women	1.8586828	39	#4A74A9
ranitidine	Oral dysplasia	men	1.8067538	39	#4A74A9
argatroban	Oral dysplasia	men	1.835576	39	#4A74A9
argatroban	Oral dysplasia	men	1.835576	39	#4A74A9
bivalirudin	Oral dysplasia	men	1.8179291	39	#4A74A9
bivalirudin	Oral dysplasia	men	1.8179291	39	#4A74A9
captopril	Oral dysplasia	men	2.0572996	39	#4A74A9
captopril	Oral dysplasia	men	2.0572996	39	#4A74A9
captopril	Oral dysplasia	men	2.0572996	39	#4A74A9
gliclazide	Oral dysplasia	men	1.9181864	39	#4A74A9
rivastigmine	Oral dysplasia	men	1.8240739	39	#4A74A9
rivastigmine	Oral dysplasia	men	1.8240739	39	#4A74A9
4-ap	Oral dysplasia	men	1.7019995	39	#4A74A9
alosetron	Oral dysplasia	men	1.7760311	39	#4A74A9
rofecoxib	Oral dysplasia	men	2.0184338	39	#4A74A9
bcnu	Crohn's disease	men	1.7987174	40	#4A74A9
metformin	Crohn's disease	men	1.8182517	40	#4A74A9
metformin	Crohn's disease	men	1.8182517	40	#4A74A9
n-acetylcysteine	Crohn's disease	men	1.8606001	40	#4A74A9
doxycycline	Ulcerative colitis	women	1.8612349	41	#4A74A9
doxycycline	Ulcerative colitis	women	1.8612349	41	#4A74A9
doxycycline	Ulcerative colitis	women	1.8612349	41	#4A74A9
doxycycline	Ulcerative colitis	women	1.8612349	41	#4A74A9
doxycycline	Ulcerative colitis	women	1.8612349	41	#4A74A9
tetracycline	Ulcerative colitis	women	1.6479133	41	#4A74A9
minocycline	Ulcerative colitis	women	1.6671789	41	#4A74A9
minocycline	Ulcerative colitis	women	1.6671789	41	#4A74A9
minocycline	Ulcerative colitis	women	1.6671789	41	#4A74A9
ribavirin	Ulcerative colitis	women	1.6522694	41	#4A74A9
irinotecan	Ulcerative colitis	women	1.8592196	41	#4A74A9
irinotecan	Ulcerative colitis	women	1.8592196	41	#4A74A9
irinotecan	Ulcerative colitis	women	1.8592196	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
cisplatin	Ulcerative colitis	women	1.9182943	41	#4A74A9
topotecan	Ulcerative colitis	women	1.873487	41	#4A74A9
topotecan	Ulcerative colitis	women	1.873487	41	#4A74A9
topotecan	Ulcerative colitis	women	1.873487	41	#4A74A9
sunitinib	Ulcerative colitis	women	1.6283867	41	#4A74A9
sunitinib	Ulcerative colitis	women	1.6283867	41	#4A74A9
ixabepilone	Ulcerative colitis	women	1.9012978	41	#4A74A9
cabazitaxel	Ulcerative colitis	women	1.6514177	41	#4A74A9
bortezomib	Ulcerative colitis	women	1.8302027	41	#4A74A9
bcnu	Ulcerative colitis	women	1.7170012	41	#4A74A9
histamine	Ulcerative colitis	women	2.0202935	41	#4A74A9
ruxolitinib	Ulcerative colitis	women	1.6503373	41	#4A74A9
ruxolitinib	Ulcerative colitis	women	1.6503373	41	#4A74A9
udca	Ulcerative colitis	women	1.6895095	41	#4A74A9
captopril	Ulcerative colitis	women	1.9254355	41	#4A74A9
captopril	Ulcerative colitis	women	1.9254355	41	#4A74A9
captopril	Ulcerative colitis	women	1.9254355	41	#4A74A9
metformin	Ulcerative colitis	women	2.0584102	41	#4A74A9
metformin	Ulcerative colitis	women	2.0584102	41	#4A74A9
simvastatin	Ulcerative colitis	women	1.6889731	41	#4A74A9
simvastatin	Ulcerative colitis	women	1.6889731	41	#4A74A9
eptifibatide	Ulcerative colitis	women	1.6647044	41	#4A74A9
arginine	Ulcerative colitis	women	1.9152826	41	#4A74A9
choline	Ulcerative colitis	women	1.9366928	41	#4A74A9
choline	Ulcerative colitis	women	1.9366928	41	#4A74A9
dabrafenib	Ulcerative colitis	women	1.6554915	41	#4A74A9
ketoprofen	Ulcerative colitis	women	1.802961	41	#4A74A9
rofecoxib	Ulcerative colitis	women	1.9258536	41	#4A74A9
celecoxib	Ulcerative colitis	women	1.6804267	41	#4A74A9
doxycycline	Irritable bowel syndrome	women	1.7529616	42	#4A74A9
doxycycline	Irritable bowel syndrome	women	1.7529616	42	#4A74A9
doxycycline	Irritable bowel syndrome	women	1.7529616	42	#4A74A9
doxycycline	Irritable bowel syndrome	women	1.7529616	42	#4A74A9
doxycycline	Irritable bowel syndrome	women	1.7529616	42	#4A74A9
minocycline	Irritable bowel syndrome	women	1.8263681	42	#4A74A9
minocycline	Irritable bowel syndrome	women	1.8263681	42	#4A74A9
minocycline	Irritable bowel syndrome	women	1.8263681	42	#4A74A9
sunitinib	Irritable bowel syndrome	women	1.754271	42	#4A74A9
sunitinib	Irritable bowel syndrome	women	1.754271	42	#4A74A9
ruxolitinib	Irritable bowel syndrome	women	2.0133047	42	#4A74A9
ruxolitinib	Irritable bowel syndrome	women	2.0133047	42	#4A74A9
argatroban	Irritable bowel syndrome	women	1.6548241	42	#4A74A9
argatroban	Irritable bowel syndrome	women	1.6548241	42	#4A74A9
bivalirudin	Irritable bowel syndrome	women	1.6593018	42	#4A74A9
bivalirudin	Irritable bowel syndrome	women	1.6593018	42	#4A74A9
linagliptin	Irritable bowel syndrome	women	1.8538944	42	#4A74A9
linagliptin	Irritable bowel syndrome	women	1.8538944	42	#4A74A9
sitagliptin	Irritable bowel syndrome	women	1.8598326	42	#4A74A9
sitagliptin	Irritable bowel syndrome	women	1.8598326	42	#4A74A9
saxagliptin	Irritable bowel syndrome	women	1.7912203	42	#4A74A9
saxagliptin	Irritable bowel syndrome	women	1.7912203	42	#4A74A9
captopril	Irritable bowel syndrome	women	2.179194	42	#4A74A9
captopril	Irritable bowel syndrome	women	2.179194	42	#4A74A9
captopril	Irritable bowel syndrome	women	2.179194	42	#4A74A9
alogliptin	Irritable bowel syndrome	women	1.7968735	42	#4A74A9
vildagliptin	Irritable bowel syndrome	women	1.8558953	42	#4A74A9
gliclazide	Irritable bowel syndrome	women	2.0230327	42	#4A74A9
simvastatin	Irritable bowel syndrome	women	2.0970113	42	#4A74A9
simvastatin	Irritable bowel syndrome	women	2.0970113	42	#4A74A9
eptifibatide	Irritable bowel syndrome	women	2.1583889	42	#4A74A9
ketoprofen	Irritable bowel syndrome	women	2.0467544	42	#4A74A9
rofecoxib	Irritable bowel syndrome	women	2.1349263	42	#4A74A9
doxycycline	Irritable bowel syndrome	men	2.1637475	42	#4A74A9
doxycycline	Irritable bowel syndrome	men	2.1637475	42	#4A74A9
doxycycline	Irritable bowel syndrome	men	2.1637475	42	#4A74A9
doxycycline	Irritable bowel syndrome	men	2.1637475	42	#4A74A9
doxycycline	Irritable bowel syndrome	men	2.1637475	42	#4A74A9
minocycline	Irritable bowel syndrome	men	1.723906	42	#4A74A9
minocycline	Irritable bowel syndrome	men	1.723906	42	#4A74A9
minocycline	Irritable bowel syndrome	men	1.723906	42	#4A74A9
bcnu	Irritable bowel syndrome	men	1.6199694	42	#4A74A9
clofarabine	Irritable bowel syndrome	men	1.6686071	42	#4A74A9
ruxolitinib	Irritable bowel syndrome	men	1.8363972	42	#4A74A9
ruxolitinib	Irritable bowel syndrome	men	1.8363972	42	#4A74A9
flurbiprofen	Irritable bowel syndrome	men	1.8258928	42	#4A74A9
flurbiprofen	Irritable bowel syndrome	men	1.8258928	42	#4A74A9
argatroban	Irritable bowel syndrome	men	1.7720612	42	#4A74A9
argatroban	Irritable bowel syndrome	men	1.7720612	42	#4A74A9
bivalirudin	Irritable bowel syndrome	men	1.7748256	42	#4A74A9
bivalirudin	Irritable bowel syndrome	men	1.7748256	42	#4A74A9
linagliptin	Irritable bowel syndrome	men	1.9717884	42	#4A74A9
linagliptin	Irritable bowel syndrome	men	1.9717884	42	#4A74A9
sitagliptin	Irritable bowel syndrome	men	1.9254103	42	#4A74A9
sitagliptin	Irritable bowel syndrome	men	1.9254103	42	#4A74A9
saxagliptin	Irritable bowel syndrome	men	1.9414079	42	#4A74A9
saxagliptin	Irritable bowel syndrome	men	1.9414079	42	#4A74A9
captopril	Irritable bowel syndrome	men	2.0229917	42	#4A74A9
captopril	Irritable bowel syndrome	men	2.0229917	42	#4A74A9
captopril	Irritable bowel syndrome	men	2.0229917	42	#4A74A9
alogliptin	Irritable bowel syndrome	men	1.9570725	42	#4A74A9
vildagliptin	Irritable bowel syndrome	men	1.9415694	42	#4A74A9
gliclazide	Irritable bowel syndrome	men	1.6181074	42	#4A74A9
simvastatin	Irritable bowel syndrome	men	1.746222	42	#4A74A9
simvastatin	Irritable bowel syndrome	men	1.746222	42	#4A74A9
eptifibatide	Irritable bowel syndrome	men	1.7575358	42	#4A74A9
ketorolac	Irritable bowel syndrome	men	1.7686208	42	#4A74A9
ketorolac	Irritable bowel syndrome	men	1.7686208	42	#4A74A9
n-acetylcysteine	Irritable bowel syndrome	men	1.6637288	42	#4A74A9
alosetron	Irritable bowel syndrome	men	1.6324482	42	#4A74A9
ketoprofen	Irritable bowel syndrome	men	2.0475252	42	#4A74A9
rofecoxib	Irritable bowel syndrome	men	1.8767996	42	#4A74A9
oxaprozin	Irritable bowel syndrome	men	1.8230097	42	#4A74A9
piroxicam	Irritable bowel syndrome	men	1.7941432	42	#4A74A9
diflunisal	Irritable bowel syndrome	men	1.7920518	42	#4A74A9
meloxicam	Irritable bowel syndrome	men	1.7400908	42	#4A74A9
tenoxicam	Irritable bowel syndrome	men	1.7991234	42	#4A74A9
naproxen	Irritable bowel syndrome	men	1.812297	42	#4A74A9
salsalate	Irritable bowel syndrome	men	1.7683957	42	#4A74A9
tolmetin	Irritable bowel syndrome	men	1.7771219	42	#4A74A9
nabumetone	Irritable bowel syndrome	men	1.7731562	42	#4A74A9
hydroxyurea	Psoriasis	women	1.7768795	43	#4A74A9
hydroxyurea	Psoriasis	women	1.7768795	43	#4A74A9
hydroxyurea	Psoriasis	women	1.7768795	43	#4A74A9
hydroxyurea	Psoriasis	women	1.7768795	43	#4A74A9
bcnu	Psoriasis	women	2.0997689	43	#4A74A9
clofarabine	Psoriasis	women	2.1111038	43	#4A74A9
metformin	Psoriasis	women	1.9738202	43	#4A74A9
metformin	Psoriasis	women	1.9738202	43	#4A74A9
arginine	Psoriasis	women	1.8196864	43	#4A74A9
gemcitabine	Psoriasis	men	1.742867	43	#4A74A9
gemcitabine	Psoriasis	men	1.742867	43	#4A74A9
gemcitabine	Psoriasis	men	1.742867	43	#4A74A9
gemcitabine	Psoriasis	men	1.742867	43	#4A74A9
hydroxyurea	Psoriasis	men	1.7056133	43	#4A74A9
hydroxyurea	Psoriasis	men	1.7056133	43	#4A74A9
hydroxyurea	Psoriasis	men	1.7056133	43	#4A74A9
hydroxyurea	Psoriasis	men	1.7056133	43	#4A74A9
finasteride	Psoriasis	men	1.7032411	43	#4A74A9
carfilzomib	Psoriasis	men	1.7433708	43	#4A74A9
bortezomib	Psoriasis	men	1.7344313	43	#4A74A9
bcnu	Psoriasis	men	2.1452763	43	#4A74A9
clofarabine	Psoriasis	men	2.1403515	43	#4A74A9
metformin	Psoriasis	men	2.0333717	43	#4A74A9
metformin	Psoriasis	men	2.0333717	43	#4A74A9
reserpine	Psoriasis	men	1.8050625	43	#4A74A9
hydroxocobalamin	Psoriasis	men	1.6993717	43	#4A74A9
hydroxocobalamin	Psoriasis	men	1.6993717	43	#4A74A9
arginine	Psoriasis	men	1.908633	43	#4A74A9
acetaminophen	Psoriasis	men	1.6902658	43	#4A74A9
acetaminophen	Psoriasis	men	1.6902658	43	#4A74A9
ketoprofen	Psoriasis	men	1.9031163	43	#4A74A9
hydroxychloroquine	Psoriasis	men	1.70632	43	#4A74A9
bcnu	Rosacea	women	2.3482509	44	#4A74A9
arginine	Rosacea	women	1.7642769	44	#4A74A9
irinotecan	Other systemic involvement of connective tissue	women	1.8556399	45	#4A74A9
irinotecan	Other systemic involvement of connective tissue	women	1.8556399	45	#4A74A9
irinotecan	Other systemic involvement of connective tissue	women	1.8556399	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
doxorubicin	Other systemic involvement of connective tissue	women	1.845749	45	#4A74A9
topotecan	Other systemic involvement of connective tissue	women	1.8563576	45	#4A74A9
topotecan	Other systemic involvement of connective tissue	women	1.8563576	45	#4A74A9
topotecan	Other systemic involvement of connective tissue	women	1.8563576	45	#4A74A9
glipizide	Other systemic involvement of connective tissue	women	1.7931097	45	#4A74A9
glipizide	Other systemic involvement of connective tissue	women	1.7931097	45	#4A74A9
repaglinide	Other systemic involvement of connective tissue	women	1.7575098	45	#4A74A9
repaglinide	Other systemic involvement of connective tissue	women	1.7575098	45	#4A74A9
nateglinide	Other systemic involvement of connective tissue	women	1.7646686	45	#4A74A9
captopril	Other systemic involvement of connective tissue	men	1.7426105	45	#4A74A9
captopril	Other systemic involvement of connective tissue	men	1.7426105	45	#4A74A9
captopril	Other systemic involvement of connective tissue	men	1.7426105	45	#4A74A9
metformin	Axial Spondyloarthropathy	men	-1.7617836	46	#B64539
metformin	Axial Spondyloarthropathy	men	-1.7617836	46	#B64539
simvastatin	Axial Spondyloarthropathy	men	1.888541	46	#4A74A9
simvastatin	Axial Spondyloarthropathy	men	1.888541	46	#4A74A9
midodrine	Axial Spondyloarthropathy	men	1.787547	46	#4A74A9
benztropine	Axial Spondyloarthropathy	men	2.0303595	46	#4A74A9
ketoprofen	Axial Spondyloarthropathy	men	1.7803513	46	#4A74A9
doxycycline	Myositis	women	1.7526476	47	#4A74A9
doxycycline	Myositis	women	1.7526476	47	#4A74A9
doxycycline	Myositis	women	1.7526476	47	#4A74A9
doxycycline	Myositis	women	1.7526476	47	#4A74A9
doxycycline	Myositis	women	1.7526476	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
cisplatin	Myositis	women	1.6672201	47	#4A74A9
sunitinib	Myositis	women	1.6077597	47	#4A74A9
sunitinib	Myositis	women	1.6077597	47	#4A74A9
eaca	Myositis	women	1.7431453	47	#4A74A9
eaca	Myositis	women	1.7431453	47	#4A74A9
ruxolitinib	Myositis	women	1.6048212	47	#4A74A9
ruxolitinib	Myositis	women	1.6048212	47	#4A74A9
argatroban	Myositis	women	1.6340389	47	#4A74A9
argatroban	Myositis	women	1.6340389	47	#4A74A9
bivalirudin	Myositis	women	1.6285211	47	#4A74A9
bivalirudin	Myositis	women	1.6285211	47	#4A74A9
linagliptin	Myositis	women	1.8588308	47	#4A74A9
linagliptin	Myositis	women	1.8588308	47	#4A74A9
sitagliptin	Myositis	women	1.8886285	47	#4A74A9
sitagliptin	Myositis	women	1.8886285	47	#4A74A9
saxagliptin	Myositis	women	1.8612403	47	#4A74A9
saxagliptin	Myositis	women	1.8612403	47	#4A74A9
captopril	Myositis	women	1.6693952	47	#4A74A9
captopril	Myositis	women	1.6693952	47	#4A74A9
captopril	Myositis	women	1.6693952	47	#4A74A9
exenatide	Myositis	women	1.6556988	47	#4A74A9
exenatide	Myositis	women	1.6556988	47	#4A74A9
liraglutide	Myositis	women	1.7057153	47	#4A74A9
liraglutide	Myositis	women	1.7057153	47	#4A74A9
glucagon	Myositis	women	1.6215711	47	#4A74A9
alogliptin	Myositis	women	1.8828562	47	#4A74A9
vildagliptin	Myositis	women	1.8577676	47	#4A74A9
eplerenone	Myositis	women	-2.0060818	47	#B64539
eplerenone	Myositis	women	-2.0060818	47	#B64539
simvastatin	Myositis	women	2.0027764	47	#4A74A9
simvastatin	Myositis	women	2.0027764	47	#4A74A9
dantrolene	Myositis	women	-1.9806721	47	#B64539
eptifibatide	Myositis	women	1.6745783	47	#4A74A9
azathioprine	Myositis	women	1.8382299	47	#4A74A9
azathioprine	Myositis	women	1.8382299	47	#4A74A9
azathioprine	Myositis	women	1.8382299	47	#4A74A9
azathioprine	Myositis	women	1.8382299	47	#4A74A9
sunitinib	Cystitis	women	1.7378982	48	#4A74A9
sunitinib	Cystitis	women	1.7378982	48	#4A74A9
ruxolitinib	Cystitis	women	1.9274005	48	#4A74A9
ruxolitinib	Cystitis	women	1.9274005	48	#4A74A9
simvastatin	Cystitis	women	2.0577693	48	#4A74A9
simvastatin	Cystitis	women	2.0577693	48	#4A74A9
hydroxychloroquine	Cystitis	women	1.7410493	48	#4A74A9
itraconazole	Endometriosis	women	-1.7436514	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
prednisolone	Endometriosis	women	-1.595687	49	#B64539
